id,channel,message,created_at,is_valid_trade,parameters,processed_at,failed_at,exception
493,XAU-USD MASTERS FX,"GOLD SELL 

TP 1 DONE 40PIPS BOOM BOOM 🔥✅✔️",2024-10-24 11:54:12,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 1}",,2024-10-24 11:54:15,
494,XAU-USD MASTERS FX,"GOLD SELL 

TP 1 DONE 40PIPS BOOM BOOM 🔥✅✔️",2024-10-24 11:54:49,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 40}",,2024-10-24 11:54:52,
495,Meta Trader 4 Signals (Free),"Our Gold setup is also running 40 pips in profit. 💯

close half your position and set the remaining to breakeven.",2024-10-24 12:00:30,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 12:00:35,
496,Meta Trader 4 Signals (Free),,2024-10-24 12:00:35,0,,,,Expecting value: line 1 column 1 (char 0)
497,Meta Trader 4 Signals (Free),,2024-10-24 12:00:50,0,,,2024-10-24 12:00:53,Expecting value: line 1 column 1 (char 0)
498,Meta Trader 4 Signals (Free),"Our Gold setup is also running 40 pips in profit. 💯

close half your position and set the remaining to breakeven.",2024-10-24 12:00:53,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 12:00:57,
499,Smart Money Trader,,2024-10-24 12:02:43,0,,,,Expecting value: line 1 column 1 (char 0)
500,Smart Money Trader,,2024-10-24 12:02:50,0,,,,Expecting value: line 1 column 1 (char 0)
501,Smart Money Trader,"https://www.tradingview.com/x/I6XnVC1z/
#XAUUSD Next Move .....👁👁",2024-10-24 12:03:38,0,,,2024-10-24 12:03:41,Expecting value: line 1 column 1 (char 0)
502,Smart Money Trader,"https://www.tradingview.com/x/I6XnVC1z/
#XAUUSD Next Move .....👁👁",2024-10-24 12:03:50,0,,,,Expecting value: line 1 column 1 (char 0)
503,Smart Money Trader,#EURUSD BOOM + 38 Pips Running in Profit....💯😜,2024-10-24 12:05:04,0,,,2024-10-24 12:05:07,Expecting value: line 1 column 1 (char 0)
504,Smart Money Trader,#EURUSD BOOM + 38 Pips Running in Profit....💯😜,2024-10-24 12:05:43,0,,,,Expecting value: line 1 column 1 (char 0)
505,Market Makers FX📈,"A Collaboration With OctaFX & MMFX💰

We are doubling your deposits!

Deposit $100, get a $200 account💰
Deposit $1000, get a $2000 account💵
Deposit $10,000, get a $20,000 account‼️

Your credit is endless!🔥

*Credits are withdrawable once a certain lot size is traded!*

Get your 100% Credit Bonus now👇

{Click Here To Claim}",2024-10-24 12:11:40,0,,,2024-10-24 12:11:45,Expecting value: line 1 column 1 (char 0)
506,Market Makers FX📈,"A Collaboration With OctaFX & MMFX💰

We are doubling your deposits!

Deposit $100, get a $200 account💰
Deposit $1000, get a $2000 account💵
Deposit $10,000, get a $20,000 account‼️

Your credit is endless!🔥

*Credits are withdrawable once a certain lot size is traded!*

Get your 100% Credit Bonus now👇

{Click Here To Claim}",2024-10-24 12:11:50,0,,,,Expecting value: line 1 column 1 (char 0)
507,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 1 ✅
Profit: 33.6312% 📈
Period: 4 Hours 45 Minutes ⏰",2024-10-24 12:45:35,1,"{""symbol"": ""PEPE/USDT"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": ""33.6312%""}",,2024-10-24 12:45:41,
508,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 12:47:20,0,,,2024-10-24 12:47:23,Expecting value: line 1 column 1 (char 0)
509,VANTAGE FOREX SIGNALS OFFICIAL,"HIT TP1 70PIPS💦✅

WATERFALLLLLLLL💦💦💦",2024-10-24 12:47:23,0,,,2024-10-24 12:47:26,Expecting value: line 1 column 1 (char 0)
510,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:47:26,0,,,,Expecting value: line 1 column 1 (char 0)
511,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:47:28,0,,,2024-10-24 12:47:31,Expecting value: line 1 column 1 (char 0)
512,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:47:31,0,,,,Expecting value: line 1 column 1 (char 0)
513,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:47:50,0,,,,Expecting value: line 1 column 1 (char 0)
514,VANTAGE FOREX SIGNALS OFFICIAL,"HIT TP1 70PIPS💦✅

WATERFALLLLLLLL💦💦💦",2024-10-24 12:47:53,1,"{""symbol"": ""GOLD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 12:47:56,
515,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 12:47:56,0,,,,Expecting value: line 1 column 1 (char 0)
516,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:47:58,0,,,,Expecting value: line 1 column 1 (char 0)
517,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:48:01,0,,,2024-10-24 12:48:04,Expecting value: line 1 column 1 (char 0)
518,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:48:10,0,,,2024-10-24 12:48:13,Expecting value: line 1 column 1 (char 0)
519,VANTAGE FOREX SIGNALS OFFICIAL,"Perfect falling hit TP 70 pips ✅ 

Collect your first salary mate 🤑",2024-10-24 12:48:13,1,"{""symbol"": ""GOLD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 70}",,2024-10-24 12:48:16,
520,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:48:16,0,,,,Expecting value: line 1 column 1 (char 0)
521,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:48:18,0,,,,Expecting value: line 1 column 1 (char 0)
522,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:48:39,0,,,2024-10-24 12:48:42,Expecting value: line 1 column 1 (char 0)
523,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:48:42,0,,,,Expecting value: line 1 column 1 (char 0)
524,VANTAGE FOREX SIGNALS OFFICIAL,"Perfect falling hit TP 70 pips ✅ 

Collect your first salary mate 🤑",2024-10-24 12:48:44,0,,,,Expecting value: line 1 column 1 (char 0)
525,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:48:47,0,,,,Expecting value: line 1 column 1 (char 0)
526,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:50,0,,,,Expecting value: line 1 column 1 (char 0)
527,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:50,0,,,,Expecting value: line 1 column 1 (char 0)
528,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:52,0,,,,Expecting value: line 1 column 1 (char 0)
529,VANTAGE FOREX SIGNALS OFFICIAL,"How’s Your profit 🐾

Hit TP 50 pips 🥰

Can secured your profit ladies & gentlemen!",2024-10-24 12:49:52,0,,,2024-10-24 12:49:56,Expecting value: line 1 column 1 (char 0)
530,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:56,0,,,,Expecting value: line 1 column 1 (char 0)
531,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:49:56,0,,,2024-10-24 12:49:59,Expecting value: line 1 column 1 (char 0)
532,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:58,0,,,,Expecting value: line 1 column 1 (char 0)
533,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:00,0,,,,Expecting value: line 1 column 1 (char 0)
534,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:49:59,0,,,2024-10-24 12:50:03,Expecting value: line 1 column 1 (char 0)
535,VANTAGE FOREX SIGNALS OFFICIAL,"FREE SETUP-Round 1 INSTANT TP1//35pips✅

Let’s CLOSE our profit now and set breakeven if you wish to hold now‼️

What a great way to start our day🔥🔥🔥",2024-10-24 12:50:02,0,,,2024-10-24 12:50:06,Expecting value: line 1 column 1 (char 0)
536,VANTAGE FOREX SIGNALS OFFICIAL,"How’s Your profit 🐾

Hit TP 50 pips 🥰

Can secured your profit ladies & gentlemen!",2024-10-24 12:50:03,0,,,,Expecting value: line 1 column 1 (char 0)
537,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:06,0,,,,Expecting value: line 1 column 1 (char 0)
538,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:06,0,,,,Expecting value: line 1 column 1 (char 0)
539,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:08,0,,,,Expecting value: line 1 column 1 (char 0)
540,VANTAGE FOREX SIGNALS OFFICIAL,"FREE SETUP-Round 1 INSTANT TP1//35pips✅

Let’s CLOSE our profit now and set breakeven if you wish to hold now‼️

What a great way to start our day🔥🔥🔥",2024-10-24 12:50:09,0,,,2024-10-24 12:50:12,Expecting value: line 1 column 1 (char 0)
541,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 12:50:10,0,,,,Expecting value: line 1 column 1 (char 0)
542,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-24 12:50:13,0,,,,Expecting value: line 1 column 1 (char 0)
543,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:12,0,,,2024-10-24 12:50:16,Expecting value: line 1 column 1 (char 0)
544,GBPUSD FX SIGNALS(firepips signal,"Wuhoo! Super sharp entry +100PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 12:50:16,0,,,2024-10-24 12:50:18,Expecting value: line 1 column 1 (char 0)
545,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 12:50:16,0,,,2024-10-24 12:50:20,Expecting value: line 1 column 1 (char 0)
546,GBPUSD FX SIGNALS(firepips signal,,2024-10-24 12:50:18,0,,,,Expecting value: line 1 column 1 (char 0)
547,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 12:50:20,0,,,2024-10-24 12:50:22,Expecting value: line 1 column 1 (char 0)
548,GBPUSD FX SIGNALS(firepips signal,"140 pips in the blinks of an eye, Please make sure to set breakeven to some entry and close the rest ✅",2024-10-24 12:50:21,0,,,2024-10-24 12:50:24,Expecting value: line 1 column 1 (char 0)
549,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 1 ✅
Profit: 33.6312% 📈
Period: 4 Hours 45 Minutes ⏰",2024-10-24 12:50:25,0,,,,Expecting value: line 1 column 1 (char 0)
550,GBPUSD FX SIGNALS(firepips signal,"Wuhoo! Super sharp entry +100PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 12:50:50,0,,,2024-10-24 12:50:53,Expecting value: line 1 column 1 (char 0)
551,♻️BTCUSD SIGNALS (FREE),"GOLD BUY NOW! 

Entry Zone : 2735 - 2732

 TP 1 : 2738
 TP 2 : 2740

Stoploss : 2730

Use proper money management 💸",2024-10-24 12:50:50,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2735, 2732], ""stopLoss"": null, ""takeProfit"": [2738, 2740]}",,2024-10-24 12:50:54,
552,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD BUY NOW! 💎

🔸 Entry Zone : 2735 - 2732

🔹 TP 1 : 2738
🔹 TP 2 : 2740

Stoploss : 2730

Use proper money management 💸",2024-10-24 12:50:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2735, 2732], ""stopLoss"": 2730, ""takeProfit"": [2738, 2740]}",,,
553,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD BUY NOW! 💎

🔸 Entry Zone : 2735 - 2732

🔹 TP 1 : 2738
🔹 TP 2 : 2740

Stoploss : 2730

Use proper money management 💸",2024-10-24 12:50:54,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": [2735, 2732], ""stopLoss"": 2730, ""takeProfit"": [2738, 2740]}",,2024-10-24 12:50:57,
554,GBPUSD FX SIGNALS(firepips signal,"140 pips in the blinks of an eye, Please make sure to set breakeven to some entry and close the rest ✅",2024-10-24 12:50:56,0,,,2024-10-24 12:50:59,Extra data: line 3 column 1 (char 4)
555,GBPUSD FX SIGNALS(firepips signal,,2024-10-24 12:50:59,0,,,,Expecting value: line 1 column 1 (char 0)
556,♻️BTCUSD SIGNALS (FREE),"GOLD BUY NOW! 

Entry Zone : 2735 - 2732

 TP 1 : 2738
 TP 2 : 2740

Stoploss : 2730

Use proper money management 💸",2024-10-24 12:51:01,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": [2735, 2732], ""stopLoss"": 2730, ""takeProfit"": [2738, 2740]}",,,
557,Forex Signal Factory (free),We can start closing profits guys,2024-10-24 12:52:09,0,,,2024-10-24 12:52:12,Expecting value: line 1 column 1 (char 0)
558,Forex Signal Factory (free),We can start closing profits guys,2024-10-24 12:52:50,0,,,2024-10-24 12:52:53,Expecting value: line 1 column 1 (char 0)
559,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 2 ✅
Profit: 38.6507% 📈
Period: 4 Hours 55 Minutes ⏰",2024-10-24 12:56:08,0,,,,Expecting value: line 1 column 1 (char 0)
560,♻️BTCUSD SIGNALS (FREE),"Warming up setup ⬆️

Price running🔺2️⃣1️⃣🔠🔠🔠🔠

Collect all profit or set breakeven for zero risk trade",2024-10-24 12:58:46,0,,,2024-10-24 12:58:49,Expecting value: line 1 column 1 (char 0)
561,♻️BTCUSD SIGNALS (FREE),"Warming up setup ⬆️

Price running🔺2️⃣1️⃣🔠🔠🔠🔠

Collect all profit or set breakeven for zero risk trade",2024-10-24 12:58:50,0,,,2024-10-24 12:58:53,Expecting value: line 1 column 1 (char 0)
562,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 2 ✅
Profit: 38.6507% 📈
Period: 4 Hours 55 Minutes ⏰",2024-10-24 12:59:59,0,,,2024-10-24 13:00:03,Expecting value: line 1 column 1 (char 0)
563,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:03:39,0,,,,Expecting value: line 1 column 1 (char 0)
564,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:03:42,0,,,2024-10-24 13:03:45,Expecting value: line 1 column 1 (char 0)
565,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:03:45,0,,,,Expecting value: line 1 column 1 (char 0)
566,VANTAGE FOREX SIGNALS OFFICIAL,Price Running 25Pips Profit and successful Hit Tp1 scalper can close now 👑,2024-10-24 13:03:48,0,,,,Expecting value: line 1 column 1 (char 0)
567,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:03:50,0,,,,Expecting value: line 1 column 1 (char 0)
568,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:03:53,0,,,,Expecting value: line 1 column 1 (char 0)
569,VANTAGE FOREX SIGNALS OFFICIAL,Price Running 25Pips Profit and successful Hit Tp1 scalper can close now 👑,2024-10-24 13:03:55,1,"{""symbol"": null, ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
570,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:03:58,0,,,2024-10-24 13:04:01,Expecting value: line 1 column 1 (char 0)
571,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:04:50,0,,,,Expecting value: line 1 column 1 (char 0)
572,VANTAGE FOREX SIGNALS OFFICIAL,"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 13:04:51,0,,,,Expecting value: line 1 column 1 (char 0)
573,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:04:53,0,,,,Expecting value: line 1 column 1 (char 0)
574,VANTAGE FOREX SIGNALS OFFICIAL,"Wuhoo! Super sharp entry +40PIPS & HIT TP1 ✅

Enjoy guys! Don’t forget to close half profit and set breakeven now !!",2024-10-24 13:04:55,0,,,,Expecting value: line 1 column 1 (char 0)
575,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:04:54,0,,,2024-10-24 13:04:58,Expecting value: line 1 column 1 (char 0)
576,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:04:57,0,,,2024-10-24 13:05:00,Expecting value: line 1 column 1 (char 0)
577,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:04:58,0,,,,Expecting value: line 1 column 1 (char 0)
578,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:05:00,0,,,2024-10-24 13:05:03,Expecting value: line 1 column 1 (char 0)
579,VANTAGE FOREX SIGNALS OFFICIAL,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:05:00,0,,,,Expecting value: line 1 column 1 (char 0)
580,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:05:03,0,,,2024-10-24 13:05:07,Expecting value: line 1 column 1 (char 0)
581,Forex US,"Sell now XAUUSD  @2739.00

Stoploss: 2744.50

TP: 2706.00

JOIN @forexusfreesignals

Use max 1-2% risk per trade",2024-10-24 13:09:50,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": [2739], ""stopLoss"": 2744.5, ""takeProfit"": 2706}",,2024-10-24 13:09:53,
582,Forex US,"Sell now XAUUSD  @2739.00

Stoploss: 2744.50

TP: 2706.00

JOIN @forexusfreesignals

Use max 1-2% risk per trade",2024-10-24 13:09:51,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": 2744.5, ""takeProfit"": 2706}",,2024-10-24 13:09:54,
583,GBPUSD FX SIGNALS(firepips signal,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:10:21,0,,,2024-10-24 13:10:24,Expecting value: line 1 column 1 (char 0)
584,GBPUSD FX SIGNALS(firepips signal,"Remember to share
#FEEDBACK team keep motivating. #Screenshot  those Blue blizzards we going for more TP's

MORE FEEDBACK MORE SIGNALS",2024-10-24 13:10:50,0,,,2024-10-24 13:10:53,Expecting value: line 1 column 1 (char 0)
585,GBPUSD FX SIGNALS(firepips signal,"Gold sell @ 2739

sl 2745

tp 2735
tp 2733
tp 2727",2024-10-24 13:10:51,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": 2745, ""takeProfit"": [2735, 2733, 2727]}",,2024-10-24 13:10:54,
586,GBPUSD FX SIGNALS(firepips signal,"Gold sell @ 2739

sl 2745

tp 2735
tp 2733
tp 2727",2024-10-24 13:10:53,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": null, ""stopLoss"": null, ""takeProfit"": [2739, 2735, 2733, 2727]}",,2024-10-24 13:10:56,
587,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 3 ✅
Profit: 47.686% 📈
Period: 5 Hours 44 Minutes ⏰",2024-10-24 13:45:08,0,,,2024-10-24 13:45:14,Expecting value: line 1 column 1 (char 0)
588,Meta Trader 4 Signals (Free),"Keep flyying! TakeProfit 2 here we come! 🙏🏽🚀

Keep milking them profitssy🤑",2024-10-24 13:50:25,0,,,2024-10-24 13:50:30,Expecting value: line 1 column 1 (char 0)
589,Meta Trader 4 Signals (Free),,2024-10-24 13:50:30,0,,,,Expecting value: line 1 column 1 (char 0)
590,Meta Trader 4 Signals (Free),,2024-10-24 13:50:32,0,,,,Expecting value: line 1 column 1 (char 0)
591,Meta Trader 4 Signals (Free),"TakeProfit 2 smashedd now!💪🏽

I‘ve closed half profits and now breakeven for ZERO RISK!🚀",2024-10-24 13:50:35,1,"{""symbol"": ""GOLD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 2}",,,
592,Meta Trader 4 Signals (Free),,2024-10-24 13:50:38,0,,,2024-10-24 13:50:41,Expecting value: line 1 column 1 (char 0)
593,Meta Trader 4 Signals (Free),"BOOM! All TakeProfits smasheddd!💪🏽

I‘m closing 2 more entries and leaving 2 open💰",2024-10-24 13:50:41,0,,,,Expecting value: line 1 column 1 (char 0)
594,Meta Trader 4 Signals (Free),"TakeProfit 3 is the last one to hit 🚀

I‘m on breakeven and closed decent Profits already💵💵",2024-10-24 13:50:44,0,,,2024-10-24 13:50:47,Expecting value: line 1 column 1 (char 0)
595,Meta Trader 4 Signals (Free),,2024-10-24 13:50:47,0,,,2024-10-24 13:50:50,Expecting value: line 1 column 1 (char 0)
596,Meta Trader 4 Signals (Free),,2024-10-24 13:50:51,0,,,,Expecting value: line 1 column 1 (char 0)
597,Meta Trader 4 Signals (Free),"Jackpot trade, 3 TakesProfits, all done ✔️ 

TP1✅
TP2✅✅
TP3✅✅✅",2024-10-24 13:50:51,0,,,2024-10-24 13:50:54,Expecting value: line 1 column 1 (char 0)
598,Meta Trader 4 Signals (Free),"Keep flyying! TakeProfit 2 here we come! 🙏🏽🚀

Keep milking them profitssy🤑",2024-10-24 13:50:54,0,,,2024-10-24 13:50:57,Expecting value: line 1 column 1 (char 0)
599,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Take-Profit target 3 ✅
Profit: 47.686% 📈
Period: 5 Hours 44 Minutes ⏰",2024-10-24 13:50:55,0,,,2024-10-24 13:50:58,Expecting value: line 1 column 1 (char 0)
600,Meta Trader 4 Signals (Free),"TakeProfit 2 smashedd now!💪🏽

I‘ve closed half profits and now breakeven for ZERO RISK!🚀",2024-10-24 13:50:57,1,"{""symbol"": ""SMASHEDD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": 2}",,2024-10-24 13:51:00,
601,Meta Trader 4 Signals (Free),"TakeProfit 3 is the last one to hit 🚀

I‘m on breakeven and closed decent Profits already💵💵",2024-10-24 13:51:00,1,"{""symbol"": null, ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
602,Meta Trader 4 Signals (Free),,2024-10-24 13:51:03,0,,,,Expecting value: line 1 column 1 (char 0)
603,Meta Trader 4 Signals (Free),,2024-10-24 13:51:05,0,,,2024-10-24 13:51:09,Expecting value: line 1 column 1 (char 0)
604,Meta Trader 4 Signals (Free),"Jackpot trade, 3 TakesProfits, all done ✔️ 

TP1✅
TP2✅✅
TP3✅✅✅",2024-10-24 13:51:09,0,,,,Expecting value: line 1 column 1 (char 0)
605,Meta Trader 4 Signals (Free),"BOOM! All TakeProfits smasheddd!💪🏽

I‘m closing 2 more entries and leaving 2 open💰",2024-10-24 13:51:12,0,,,2024-10-24 13:51:15,Expecting value: line 1 column 1 (char 0)
606,Meta Trader 4 Signals (Free),,2024-10-24 13:51:15,0,,,2024-10-24 13:51:18,Expecting value: line 1 column 1 (char 0)
607,ICT OFFICIAL ACADEMY,"https://www.tradingview.com/x/sqXLnI32/
Active and 20+pips running",2024-10-24 13:53:19,0,,,2024-10-24 13:53:22,Expecting value: line 1 column 1 (char 0)
608,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:53:51,0,,,,Expecting value: line 1 column 1 (char 0)
609,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:53:51,0,,,,Expecting value: line 1 column 1 (char 0)
610,VANTAGE FOREX SIGNALS OFFICIAL,"Eurjpy on the move, stacking up those 17+pips like lightning! ⚡️

Calling all scalper traders consider locking in those gains by closing out your trades and securing that breakeven. Safety first! ✔️",2024-10-24 13:53:53,0,,,2024-10-24 13:53:56,Extra data: line 5 column 1 (char 8)
611,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:53:53,0,,,2024-10-24 13:53:57,Expecting value: line 1 column 1 (char 0)
612,VANTAGE FOREX SIGNALS OFFICIAL,"Boom! Eurjpy hits the TP1, locking in those meteoric 21+pips! ☄️ 

Close the trade now or, for the hold, set that breakeven and let the journey continue. What's your play? 💥",2024-10-24 13:53:56,0,,,,Extra data: line 3 column 1 (char 4)
613,VANTAGE FOREX SIGNALS OFFICIAL,"Eurjpy on the move, stacking up those 17+pips like lightning! ⚡️

Calling all scalper traders consider locking in those gains by closing out your trades and securing that breakeven. Safety first! ✔️",2024-10-24 13:53:57,0,,,,Extra data: line 2 column 1 (char 3)
614,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 13:53:59,0,,,,Expecting value: line 1 column 1 (char 0)
615,VANTAGE FOREX SIGNALS OFFICIAL,"Boom! Eurjpy hits the TP1, locking in those meteoric 21+pips! ☄️ 

Close the trade now or, for the hold, set that breakeven and let the journey continue. What's your play? 💥",2024-10-24 13:54:00,0,,,,Expecting value: line 1 column 1 (char 0)
616,Forex Signal Factory (free),"GOLD SELL NOW @ 2736.7

TP 2635.2 / 2633.7 / 2630.7
SL  2741.7",2024-10-24 13:55:46,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2633.7, 2635.2, 2636.7], ""stopLoss"": 2741.7, ""takeProfit"": [2635.2, 2633.7, 2630.7]}",,2024-10-24 13:55:50,
617,Meta Trader 4 Signals (Free),"             🔠🔠🟢🔠🟢   

       🔠🔠🟢🔠🔠🔠🔠  

              🔠🟢🟢🔠",2024-10-24 13:55:50,0,,,,Expecting value: line 1 column 1 (char 0)
618,Forex Signal Factory (free),"GOLD SELL NOW @ 2736.7

TP 2635.2 / 2633.7 / 2630.7
SL  2741.7",2024-10-24 13:55:51,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2736.7, 2635.2, 2633.7, 2630.7], ""stopLoss"": 2741.7, ""takeProfit"": [2635.2, 2633.7, 2630.7]}",,2024-10-24 13:55:54,
619,Meta Trader 4 Signals (Free),👇,2024-10-24 13:55:52,0,,,,Expecting value: line 1 column 1 (char 0)
620,Meta Trader 4 Signals (Free),👇,2024-10-24 13:55:54,0,,,,Expecting value: line 1 column 1 (char 0)
